gene_name	chromosome	start	end	length
	HG1398_PATCH	74168	75503	1336
	HG1398_PATCH	94360	116755	22396
PEX5	HG1398_PATCH	116371	146260	29890
TMSB4Y	Y	13703899	13706024	2126
VCY	Y	13985772	13986473	702
DAZ3	Y	24763069	24813492	50424
DAZ1	Y	23129355	23199010	69656
PPP1R12BP2	Y	23379484	23392697	13214
SNORA70	Y	23423099	23423236	138
	Y	23435905	23436006	102
REREP1Y	Y	23462465	23472280	9816
	Y	23523321	23525369	2049
	Y	23549809	23551385	1577
AMELY	Y	6865918	6911752	45835
TBL1Y	Y	6910686	7101970	191285
	HG1398_PATCH	165118	168672	3555
GPR143YP	Y	7100733	7106502	5770
DAZ2	Y	23219447	23291356	71910
AGKP1	Y	14639096	14640358	1263
NLGN4Y-AS1	Y	14793642	14804033	10392
RBMY1E	Y	21903618	21918042	14425
NLGN4Y	Y	14522573	14845654	323082
	HG1445_PATCH	97753	109757	12005
	HG1445_PATCH	109421	145794	36374
	HG1445_PATCH	146238	163482	17245
Y_RNA	HG1445_PATCH	147642	147752	111
LINC00278	Y	3002887	3200509	197623
CDY22P	Y	25813013	25814566	1554
ELOCP17	Y	25860943	25861268	326
OFD1P18Y	Y	25871931	25898653	26723
TRAPPC2P4	Y	25904518	25907250	2733
RAB9AP3	Y	25918323	25918895	573
USP9YP20	Y	25923388	25929826	6439
RNU1-40P	Y	25928979	25929142	164
USP9YP21	Y	25933833	25935881	2049
XKRYP6	Y	25943268	25954152	10885
PRYP4	Y	25975549	25988069	12521
ELOCP11	Y	25991241	25991572	332
CDY23P	Y	25994684	25995697	1014
USP9YP26	Y	26002254	26008856	6603
HSFY8P	Y	26011435	26012237	803
OFD1P15Y	Y	26055779	26088493	32715
REREP2Y	Y	26198331	26208148	9818
	Y	26234610	26234711	102
	Y	26244351	26244573	223
SNORA70	Y	26247384	26247521	138
PPP1R12BP1	Y	26277923	26354418	76496
RNU6-1314P	Y	26360989	26361092	104
CYCSP48	Y	26400611	26401230	620
ANKRD36P1	Y	26409815	26420535	10721
	Y	26453982	26454092	111
VCY1B	Y	14056227	14056958	732
PNPLA4P1	Y	14081075	14086600	5526
	Y	14101588	14101723	136
OFD1P2Y	Y	18080681	18096202	15522
OFD1P5Y	Y	18582063	18629077	47015
	Y	20725331	20734526	9196
TBL1YP1	Y	20727254	20742900	15647
RPS4Y2	Y	20756108	20781032	24925
HSFY4P	Y	20808776	20811809	3034
	Y	20843256	20843710	455
GAPDHP17	Y	20861337	20862337	1001
TMEM167AP1	Y	20907344	20907562	219
	Y	21038289	21044724	6436
TOMM22P1	Y	21130870	21131181	312
	Y	21138633	21257832	119200
NEFLP1	Y	21221106	21222089	984
	Y	21311268	21318895	7628
PRORY	Y	21382954	21386360	3407
	Y	21405770	21405995	226
	Y	21424028	21456216	32189
RBMY2TP	Y	21430697	21437245	6549
TSPY14P	Y	21468158	21470683	2526
RBMY1HP	Y	21493519	21501968	8450
	Y	21508299	21510470	2172
	Y	21531839	21534011	2173
TTTY13	Y	21565092	21605081	39990
ELOCP5	Y	21631683	21632015	333
CDY10P	Y	21637475	21639041	1567
USP9YP3	Y	21661926	21674008	12083
USP9YP8	Y	21677246	21681118	3873
CDY11P	Y	21696570	21698220	1651
HSFY6P	Y	23657839	23659058	1220
USP9YP18	Y	23659466	23667822	8357
CDY14P	Y	23674379	23675392	1014
ELOCP16	Y	23678504	23678835	332
XKRYP3	Y	23715922	23726808	10887
USP9YP25	Y	23734193	23736249	2057
USP9YP29	Y	23740258	23746693	6436
RNU1-97P	Y	23740942	23741105	164
RAB9AP1	Y	23751188	23751760	573
TRAPPC2P9	Y	23762838	23765583	2746
OFD1P11Y	Y	23771232	23798150	26919
PRYP3	Y	23682007	23694527	12521
	Y	4993858	4999650	5793
RNU2-57P	Y	5019076	5019266	191
VDAC1P6	Y	5207215	5208069	855
EIF4A1P2	Y	5337745	5338964	1220
KRT18P10	Y	5573145	5574431	1287
SNX3P1Y	Y	5634480	5634655	176
RPL26P37	Y	5793300	5793737	438
PCDH11Y	Y	5000226	5742224	741999
OFD1P10Y	Y	23581595	23614640	33046
ELOCP9	Y	23808821	23809059	239
CDY15P	Y	23855522	23857091	1570
XKRYP4	Y	23917241	23917723	483
USP9YP13	Y	23919905	23921510	1606
USP9YP11	Y	23934953	23940101	5149
TTTY3B	Y	23936727	23941622	4896
USP9YP12	Y	23945927	23952293	6367
RNU1-86P	Y	23946618	23946771	154
RAB9AP5	Y	23956569	23960218	3650
TRAPPC2P10	Y	23967564	23970694	3131
OFD1P12Y	Y	23972780	23995081	22302
ELOCP10	Y	24006911	24007237	327
CDY1B	Y	24045229	24048019	2791
CDY17P	Y	24049878	24051487	1610
USP9YP35	Y	24077799	24079812	2014
USP9YP31	Y	24081704	24090346	8643
CDY18P	Y	24104107	24106018	1912
	Y	24142358	24157843	15486
GOLGA6L11P	Y	24168187	24174494	6308
DNM1P24	Y	24179316	24183505	4190
	Y	24182477	24183071	595
CSPG4P2Y	Y	24183434	24187231	3798
CSPG4P3Y	Y	24186509	24191870	5362
	Y	24196518	24206132	9615
RN7SL818P	Y	24210958	24211216	259
UBE2Q2P4Y	Y	24232826	24238984	6159
LINC00265-2P	Y	24276245	24277026	782
CICP2	Y	24278337	24281140	2804
SEPTIN14P22	Y	24283062	24283230	169
	Y	24362335	24362409	75
RBMY2XP	Y	24396604	24403526	6923
TTTY17B	Y	24485332	24486463	1132
TRIM60P5Y	Y	24494709	24495583	875
ZNF736P12Y	Y	24500263	24501505	1243
TTTY4B	Y	24570202	24607025	36824
BPY2B	Y	24607560	24639207	31648
	Y	24650808	24651534	727
ZNF736P4Y	Y	25168599	25169841	1243
	Y	25174520	25175237	718
TTTY17C	Y	25182277	25213389	31113
RBMY2YP	Y	25266584	25273531	6948
	Y	25307729	25307803	75
CICP1	Y	25388992	25391811	2820
LINC00265-3P	Y	25393154	25394056	903
UBE2Q2P5Y	Y	25431156	25437315	6160
GOLGA2P3Y	Y	25454561	25460572	6012
RN7SL725P	Y	25458926	25459184	259
	Y	25464006	25473621	9616
CSPG4P4Y	Y	25478269	25483630	5362
CSPG4P1Y	Y	25482908	25486705	3798
DNM1P48	Y	25486640	25487322	683
	Y	25487284	25487662	379
GOLGA6L16P	Y	25495651	25501958	6308
	Y	25512301	25527786	15486
CDY19P	Y	25564122	25566033	1912
USP9YP36	Y	25579790	25588444	8655
USP9YP33	Y	25590323	25592345	2023
CDY20P	Y	25618644	25620253	1610
ELOCP34	Y	25662900	25663226	327
OFD1P13Y	Y	25675060	25697346	22287
TRAPPC2P5	Y	25699451	25702562	3112
RAB9AP2	Y	25709908	25713557	3650
USP9YP30	Y	25723016	25724186	1171
RNU1-107P	Y	25723342	25723495	154
TTTY3	Y	25728490	25733388	4899
USP9YP9	Y	25730011	25735160	5150
USP9YP19	Y	25748596	25750206	1611
XKRYP5	Y	25752388	25752870	483
TPTE2P4	Y	26508213	26579690	71478
CYCSP49	Y	26549425	26549743	319
SLC25A15P1	Y	26586642	26591601	4960
PARP4P1	Y	26594851	26634652	39802
CCNQP2	Y	26626520	26627159	640
CDY1	Y	25622117	25624902	2786
RBMY1J	Y	22403410	22417881	14472
	Y	7274826	7290751	15926
RBMY1B	Y	21511338	21525786	14449
RBMY1A1	Y	21534879	21549326	14448
RFTN1P1	Y	7712985	7776707	63723
TTTY16	Y	7694707	7810305	115599
RBMY2FP	Y	22310864	22321825	10962
RBMY2FP	Y	22308859	22316205	7347
	Y	8906224	8916073	9850
	Y	8909948	8914155	4208
RBMY2BP	Y	22649245	22658878	9634
	Y	22649291	22654778	5488
TTTY11	Y	8789000	8789302	303
TTTY11	Y	8783310	8817382	34073
ARSLP1	Y	12339813	12347487	7675
	Y	12345077	12347495	2419
OFD1P6Y	Y	18674033	18738089	64057
TTTY9A	Y	18729882	18739197	9316
XKRY	Y	17769116	17777400	8285
XKRY	Y	17768980	17770560	1581
XKRYP7	Y	18128610	18136886	8277
	Y	18389297	18391510	2214
	Y	2752296	2774739	22444
XGY2	Y	2752083	2854641	102559
HSFY3P	Y	2881683	2883652	1970
	Y	2883110	2890551	7442
TAB3P1	Y	13153931	13162214	8284
	Y	13159273	13161549	2277
ANOS2P	Y	13751656	13915824	164169
	Y	13703902	13888980	185079
RBMY2EP	Y	21394991	21401585	6595
	Y	21395148	21404771	9624
GOLGA2P2Y	Y	24209567	24215581	6015
GOLGA2P2Y	Y	24209967	24214831	4865
	Y	11153858	11159013	5156
	Y	11153797	11215032	61236
TXLNGY	Y	19567382	19604120	36739
TXLNGY	Y	19567313	19606274	38962
GYG2P1	Y	12406796	12420322	13527
	Y	12088010	12421587	333578
CDY3P	Y	9166085	9167702	1618
USP9YP22	Y	9183694	9185803	2110
USP9YP4	Y	9189629	9204611	14983
ELOCP4	Y	9230915	9231247	333
RBMY1A3P	Y	9311130	9322869	11740
	Y	9325799	9326047	249
TTTY20	Y	9329880	9334832	4953
TSPY4	Y	9337464	9340284	2821
FAM197Y7	Y	9367803	9375681	7879
	Y	9375129	9377121	1993
TSPY7P	Y	9378122	9380871	2750
FAM197Y6	Y	9388122	9396027	7906
	Y	9395475	9397467	1993
TSPY8	Y	9357797	9360599	2803
TSPY3	Y	9398421	9401223	2803
OR4C12	HG1708_PATCH	23101	24163	1063
RBMY2CP	Y	23537308	23546942	9635
OR4C48P	HG1708_PATCH	60426	61323	898
OR4C49P	HG1708_PATCH	95036	95935	900
OR4C45	HG1708_PATCH	74500	75420	921
	Y	23541409	23546896	5488
RBMY2DP	Y	26123674	26133308	9635
	Y	26123720	26129207	5488
ZNF736P9Y	Y	8068896	8070723	1828
	Y	8068445	8126293	57849
FAM197Y8	Y	9354846	9356814	1969
PRKY	Y	7274313	7371868	97556
PRKY	Y	7273972	7381548	107577
SEPTIN14P23	Y	25378300	25394719	16420
XKRYP7	Y	18135449	18137029	1581
FAM41AY2	Y	18390994	18405046	14053
BCORP1	Y	19455431	19567092	111662
BCORP1	Y	19456585	19484884	28300
FAM197Y8	Y	9347511	9355401	7891
FAM197Y5	Y	9458613	9464357	5745
FAM197Y5	Y	9464012	9466003	1992
TSPY1	Y	9466955	9469749	2795
FAM197Y4	Y	9479053	9484654	5602
FAM197Y4	Y	9484321	9486313	1993
TSPY9	Y	9487267	9490081	2815
FAM197Y3	Y	9497287	9505159	7873
FAM197Y3	Y	9504608	9506596	1989
TSPY6P	Y	9507596	9510175	2580
	Y	9517599	9525487	7889
FAM197Y2	Y	9524935	9526926	1992
TSPY10	Y	9527880	9530682	2803
FAM197Y1	Y	9544917	9547147	2231
TSPY15P	Y	9548108	9550681	2574
RBMY3AP	Y	9610571	9621276	10706
TSPY25P	Y	9624183	9626352	2170
TSPY16P	Y	9640249	9640716	468
	Y	9665229	9669010	3782
TTTY8	Y	9691100	9693957	2858
TTTY7B	Y	9706824	9721386	14563
TTTY2	Y	9740584	9758476	17893
TTTY1	Y	9753156	9774289	21134
TTTY22	Y	9784372	9833895	49524
	Y	9813315	9817513	4199
RBMY2NP	Y	9831418	9846696	15279
	Y	9868462	9868702	241
TSPY18P	Y	9869664	9870781	1118
TSPY13P	Y	9905595	9908139	2545
TTTY23	Y	9910798	9911962	1165
RBMY2OP	Y	9951553	9959423	7871
	Y	9954532	10035299	80768
RBMY2QP	Y	10022489	10034187	11699
TSPY20P	Y	10036195	10038375	2181
	Y	10066554	10067386	833
TSPY5P	Y	10066587	10069151	2565
	Y	10070131	10070409	279
RNA5SP518	Y	10090410	10090528	119
RNA5SP519	Y	10092875	10092993	119
DUX4L31	Y	10171590	10172725	1136
PCMTD1P1	Y	10173853	10174207	355
CDC27P2	Y	10190377	10192298	1922
	Y	10197256	10199103	1848
RNA5-8SP6	Y	10200155	10200306	152
DLGAP5P1	Y	6158802	6159265	464
TTTY23B	Y	6242446	6243610	1165
TTTY23B	Y	6243295	6245283	1989
TSPY2	Y	6246223	6249019	2797
FAM197Y9	Y	6256267	6263953	7687
FAM197Y9	Y	6263602	6265595	1994
TSPY11P	Y	6266593	6269275	2683
	Y	6273579	6274065	487
TSPY19P	Y	6303957	6305074	1118
	Y	6306042	6308202	2161
RBMY2GP	Y	6328052	6343323	15272
LINC00280	Y	6357219	6369921	12703
TTTY1B	Y	6390431	6411564	21134
TTTY2B	Y	6406244	6462091	55848
TTTY7	Y	6443345	6457906	14562
TTTY8B	Y	6470773	6473630	2858
	Y	6492976	6496757	3782
TSPY17P	Y	6520463	6520929	467
SERTAD4-AS1	HG1832_PATCH	11198	13789	2592
SERTAD4	HG1832_PATCH	12538	26373	13836
ST13P19	HG1832_PATCH	45378	46983	1606
	HG1832_PATCH	83426	84282	857
FRG2	HG2023_PATCH	116955	119843	2889
HHAT	HG1832_PATCH	107994	459395	351402
FRG1	HG2023_PATCH	33800	56132	22333
MLLT10P2	HG2023_PATCH	66529	66777	249
	HG2023_PATCH	72832	75309	2478
TUBB7P	HG2023_PATCH	75453	77801	2349
RNA5SP174	HG2023_PATCH	107730	107847	118
RNA5SP175	HG2023_PATCH	110290	110408	119
DUX4L9	HG2023_PATCH	114008	115266	1259
RARRES2P4	HG2023_PATCH	130673	131156	484
	HG2023_PATCH	163856	165127	1272
	HG2023_PATCH	167162	168433	1272
	HG2023_PATCH	170468	171739	1272
	HG2023_PATCH	173774	175045	1272
	HG2023_PATCH	177080	178351	1272
	HG2023_PATCH	180386	181657	1272
	HG2023_PATCH	183692	184963	1272
	HG2023_PATCH	186998	188269	1272
	HG2023_PATCH	190304	191575	1272
	HG2023_PATCH	193610	194881	1272
	HG2023_PATCH	196916	198187	1272
RPL23AP84	HG2023_PATCH	221606	222069	464
	HG2023_PATCH	157835	158518	684
DUX4L8	HG2023_PATCH	160550	161824	1275
DUX4	HG2023_PATCH	200222	211819	11598
	HG1832_PATCH	142603	146690	4088
RNU5A-8P	HG1832_PATCH	153896	154009	114
	HG1832_PATCH	166399	173854	7456
BPNT2P1	HG1832_PATCH	242087	242754	668
OBP2B	HG2030_PATCH	31223	35196	3974
LCN1P1	HG2030_PATCH	50851	54537	3687
Y_RNA	HG2030_PATCH	128564	128657	94
LCN1P2	HG2030_PATCH	143888	144563	676
SURF6	HG2030_PATCH	154870	162282	7413
Y_RNA	HG2030_PATCH	163822	163918	97
MED22	HG2030_PATCH	164406	174225	9820
RPL21P81	HG2030_PATCH	165084	165559	476
RPL7A	HG2030_PATCH	174312	177520	3209
SNORD24	HG2030_PATCH	175490	175564	75
SNORD36B	HG2030_PATCH	176189	176262	74
SNORD36A	HG2030_PATCH	176550	176622	73
	HG2030_PATCH	176775	177487	713
SNORD36C	HG2030_PATCH	176941	177006	66
SURF1	HG2030_PATCH	177852	182770	4919
	21	8238859	8239092	234
	21	8420675	8421003	329
CYCSP41	21	10576292	10576587	296
	21	7385058	7388799	3742
SURF2	HG2030_PATCH	182644	187252	4609
	21	10028361	10029855	1495
OR4K11P	21	13544210	13545185	976
	21	8857260	8880976	23717
	21	8468320	8468631	312
	21	9053122	9059060	5939
SURF4	HG2030_PATCH	187544	202260	14717
SOWAHCP2	21	9082601	9083101	501
	21	7003248	7007022	3775
	21	7135334	7137789	2456
LINC03104	21	5553637	5614880	61244
	21	8393419	8394341	923
	21	6986450	6997765	11316
CTBP2P10	21	7129103	7130287	1185
C21orf91-OT1	21	17763315	17792523	29209
RBPMSLP	21	15744004	15745080	1077
SREK1IP1P1	21	19739709	19740150	442
CDRT15P8	21	10136419	10137004	586
MIR548XHG	21	18561265	18760320	199056
FDPSP6	21	20388334	20388845	512
RPL39P40	21	17500679	17500824	146
	21	19046310	19047684	1375
STKLD1	HG2030_PATCH	202460	232190	29731
	21	21933315	21975681	42367
NEK4P1	21	17210469	17211347	879
	21	18917934	18935859	17926
	21	23704260	23709345	5086
	21	21223295	21226829	3535
PPIAP22	21	18857779	18858276	498
SLC6A6P1	21	19244543	19246392	1850
CTBP2P9	21	7626344	7627528	1185
	21	8762386	8836565	74180
	21	22134698	22136083	1386
REXO4	HG2030_PATCH	232153	244190	12038
CHODL-AS1	21	17835016	17885608	50593
D21S2088E	21	23352929	23423778	70850
TUBAP1	21	23407658	23409128	1471
	21	8235354	8235832	479
	21	5707004	5709456	2453
TMPRSS15	21	18269116	18485879	216764
ADAMTS13	HG2030_PATCH	240452	285496	45045
VN1R7P	21	10357400	10358620	1221
ZNF299P	21	23090028	23091831	1804
	21	7669397	7681742	12346
	21	22882582	22884000	1419
SNX19P1	21	13525599	13528579	2981
	21	25055535	25069906	14372
	21	23982645	24114352	131708
LINC03105	21	7430659	7469007	38349
SLC25A15P4	21	10612455	10613379	925
	21	10122273	10129029	6757
GPX1P2	21	27143344	27143949	606
	21	25127469	25135247	7779
	21	7421442	7425839	4398
	21	8996496	9018670	22175
CXADR	21	17513043	17593579	80537
IGHV1OR21-1	21	10649400	10649835	436
	21	23857081	23889150	32070
HSPD1P7	21	28887280	28889272	1993
	21	22209920	22420819	210900
LINC01687	21	22008756	22098518	89763
MSANTD2P1	21	23101223	23103074	1852
	21	5703182	5705637	2456
C1QBPP1	21	19759359	19760128	770
	21	23477641	23490724	13084
	21	25031005	25031529	525
RPL10P1	21	27420380	27421023	644
LINC00317	21	21723293	21737319	14027
	21	12999676	13016692	17017
	21	17296219	17296596	378
	21	18953264	18967058	13795
	21	19130523	19134423	3901
	21	23106928	23119903	12976
LINC00161	21	28539318	28540355	1038
LINC01697	21	28048404	28137611	89208
LINC01689	21	24304546	24321377	16832
	21	18917213	18917429	217
	21	10397644	10397778	135
	21	18477358	18486599	9242
	21	22153950	22154299	350
	21	18614431	18650360	35930
KRT18P2	21	20424949	20426206	1258
	21	24043257	24050286	7030
	21	8240736	8241047	312
	21	19301613	19303739	2127
URB1	21	32311018	32393012	81995
CACFD1	HG2030_PATCH	286059	296942	10884
SLC2A6	HG2030_PATCH	297188	305221	8034
	21	8465254	8465586	333
KRTAP25-1	21	30289145	30289514	370
SNX18P10	21	8801362	8801880	519
	21	8466466	8466699	234
RPSAP68	21	8603547	8603984	438
JAM2	21	25639258	25717562	78305
ABO	HG2030_PATCH	76358	102118	25761
	21	26317390	26320773	3384
	21	21566763	21615437	48675
EEF1A1P1	21	23390258	23390996	739
LINC01683	21	19893113	19900043	6931
	21	23065491	23131206	65716
	21	27361121	27395787	34667
	21	25582770	25583326	557
	21	24154871	24192924	38054
	21	26459903	26460214	312
	21	23888798	23890541	1744
RPL8P2	21	30263380	30263881	502
	21	27358885	27448579	89695
LINC02573	21	20256752	20258820	2069
LINC01692	21	24840550	25057746	217197
	21	28328738	28674848	346111
CLDN17	21	30165565	30166805	1241
CYYR1	21	26466209	26573286	107078
BTF3L4P1	21	17518526	17518993	468
	21	26889376	26939742	50367
MRPS6	21	34073224	34143034	69811
	21	25095022	25103670	8649
	21	25169431	25361868	192438
RPL37P3	21	17894193	17894485	293
THUMPD1P1	21	28901779	28903697	1919
	21	30089717	30097836	8120
LINC00189	21	29193480	29288205	94726
PPIAP1	21	20828127	20828622	496
	21	9088188	9088391	204
LLPHP2	21	25762938	25763333	396
LINC01673	21	27638613	27675024	36412
KRTAP24-1	21	30281309	30282950	1642
	21	8437629	8438551	923
SLC5A3	21	34073578	34106260	32683
NCSTNP1	21	27492118	27492261	144
MTCO1P1	21	8845566	8846646	1081
CHAF1B	21	36385392	36419015	33624
LINC01695	21	28116094	28228667	112574
	21	8701461	8701562	102
LINC01425	21	21746973	21797415	50443
	21	8197620	8227646	30027
RPS3AP1	21	20430443	20430762	320
SCAF4	21	31671000	31732118	61119
EIF4A1P1	21	27367014	27367947	934
LINC00307	21	30209151	30211783	2633
	21	26349780	26350634	855
NCAM2	21	20998409	21543329	544921
	21	17659276	17660384	1109
	21	21655038	21686329	31292
RNGTTP1	21	25643489	25644216	728
	21	8254592	8255514	923
OR4K12P	21	13581060	13582004	945
RPL37P4	21	19593841	19594108	268
APP-DT	21	26170871	26217381	46511
	21	32790673	32791504	832
	21	23960569	23968747	8179
	21	25515349	25518865	3517
RPSAP64	21	38894917	38895252	336
ATP5MFP1	21	36388878	36389112	235
TPT1P1	21	31840341	31840858	518
RPS5P2	21	34135432	34136071	640
LINC01423	21	38323635	38333421	9787
LINC01549	21	17438821	17450104	11284
	21	18022370	18114904	92535
	21	9580024	9580415	392
CLDN8	21	30214006	30216097	2092
	21	25646113	25654671	8559
	21	24886676	24902756	16081
C21orf140	21	34400112	34401072	961
LINC02943	21	39028536	39029128	593
	21	25371827	25372043	217
	21	34425508	34426017	510
	21	34073592	34360033	286442
	21	17705408	17707455	2048
LINC00113	21	27722379	27751233	28855
PSMD4P1	21	36485983	36487411	1429
HUNK-AS1	21	32020966	32021782	817
	21	34205055	34325034	119980
	21	8101251	8103706	2456
	21	9634244	9679906	45663
	21	16754519	16815688	61170
HUNK	21	31873020	32044633	171614
EIF3FP1	21	10330732	10331537	806
C21orf91	21	17788974	17819386	30413
LNCTSI	21	36430360	36481070	50711
LINC00308	21	22098616	22116605	17990
SNX18P12	21	9364467	9365225	759
MORC3	21	36320189	36386148	65960
TNK1	HG2046_PATCH	991	10231	9241
PLSCR3	HG2046_PATCH	10184	15299	5116
PAXBP1	21	32733899	32771792	37894
LINC00349	13	18538880	18551214	12335
MIPEP	13	23730189	23889400	159212
LSP1P1	13	25017404	25017536	133
ZNF962P	13	18467172	18485448	18277
	13	26965967	26991996	26030
TMEM256-PLSCR3	HG2046_PATCH	10191	24554	14364
LINC00297	13	29872613	29888405	15793
KATNAL1	13	30202630	30307551	104922
TMEM256	HG2046_PATCH	23432	24554	1123
NLGN2	HG2046_PATCH	25331	40317	14987
	HG2046_PATCH	40560	64538	23979
LINC00365	13	30103178	30108895	5718
SPEM1	HG2046_PATCH	40781	42089	1309
RPL17P51	13	40224625	40224862	238
SPEM2	HG2046_PATCH	46073	48025	1953
HSPD1P9	13	37993085	37994720	1636
GGT4P	13	18253526	18270822	17297
SPEM3	HG2046_PATCH	49314	53277	3964
	HG2046_PATCH	49318	56735	7418
C1QTNF9-AS1	13	24315725	24321598	5874
TMEM102	HG2046_PATCH	55892	58136	2245
UBE2L5	13	30422488	30429758	7271
	HG2046_PATCH	57014	57980	967
LINC00384	13	30151886	30159621	7736
FGF11	HG2046_PATCH	58730	65394	6665
MTCO3P2	13	23765934	23766104	171
	13	40469955	40611127	141173
LINC00572	13	29918647	29926651	8005
	13	49232874	49234399	1526
	13	23979700	24321031	341332
NIPA2P3	21	19620695	19621545	851
C21orf62	21	32790673	32813743	23071
RPS20P32	13	27017554	27017909	356
FABP3P2	13	42369259	42369657	399
MTUS2-AS1	13	29476515	29490105	13591
KPNA3	13	49699320	49792682	93363
	21	8380643	8454792	74150
	HG2046_PATCH	59616	63784	4169
	HG2046_PATCH	59963	66423	6461
CHRNB1	HG2046_PATCH	65518	78167	12650
	21	5705345	5707160	1816
	21	27954922	27985295	30374
RPL23AP12	21	39127568	39128040	473
	21	8462320	8462798	479
LINC00159	21	32080316	32197813	117498
	21	24938431	24992817	54387
	13	25017766	25017903	138
	13	34262863	34263090	228
ZBTB4	HG2046_PATCH	79823	104720	24898
ITSN1	21	33642400	33899861	257462
CRYL1	13	20403666	20525873	122208
SLC35G6	HG2046_PATCH	101789	103953	2165
POLR2A	HG2046_PATCH	104823	135071	30249
LINC00562	13	47930153	47932622	2470
	13	20564708	20567045	2338
RPS21P8	13	26977543	26977789	247
LINC00332	13	40172505	40195361	22857
	13	48974967	48976867	1901
CAB39L	13	49308650	49444064	135415
	13	33800138	33802853	2716
RGS17P1	13	40992779	40993331	553
CHCHD2P11	13	42181465	42181921	457
LINC02334	13	37934298	38066444	132147
TIMM9P3	13	45552863	45553136	274
IGSF3P1	13	18279320	18309934	30615
LINC00457	13	34435450	34640803	205354
RAD17P2	13	49044079	49046794	2716
PRDX2P1	13	30296147	30296735	589
LINC00385	13	30153744	30160592	6849
DNAJC15	13	43023203	43114213	91011
GPR12	13	26755200	26760786	5587
MTUS2-AS2	13	29239379	29250554	11176
LINC02343	13	34347986	34616216	268231
	13	38372856	38373935	1080
ZNF646P1	13	53408882	53409876	995
	13	54572354	54687547	115194
RPP40P2	13	59262680	59263391	712
GAMTP2	13	34574204	34574666	463
WASF3	13	26557683	26688948	131266
RNU6-1004P	HG2047_PATCH	10678	10788	111
ORAI1	HG2047_PATCH	32306	48880	16575
LINC00366	13	38567715	38622671	54957
	13	33657436	33659928	2493
	13	54938604	54986720	48117
POSTN	13	37562583	37598844	36262
	HG2052_PATCH	22105	55172	33068
RPSAP28	HG2052_PATCH	39514	40387	874
ALMS1-IT1	HG2052_PATCH	126262	128980	2719
	HG2052_PATCH	139023	140528	1506
NAT8	HG2052_PATCH	310221	311920	1700
TPRKB	HG2052_PATCH	398602	406898	8297
	HG2052_PATCH	419754	420284	531
	HG2052_PATCH	430767	431279	513
DUSP11	HG2052_PATCH	431280	449630	18351
C2orf78	HG2052_PATCH	453681	486646	32966
NAT8B	HG2052_PATCH	370074	370838	765
ALMS1P1	HG2052_PATCH	340528	354583	14056
ALMS1P1	HG2052_PATCH	310581	367007	56427
GNG5P5	13	47307082	47307301	220
FNDC3A	13	48975912	49209779	233868
	HG2057_PATCH	21920	25430	3511
	HG2057_PATCH	25166	25857	692
RPL21P63	HG2057_PATCH	85633	86111	479
GCNT2P1	HG2057_PATCH	144646	145579	934
	HG2057_PATCH	170382	203744	33363
C6orf52	HG2057_PATCH	182302	205681	23380
Y_RNA	HG2057_PATCH	185542	185652	111
PAK1IP1	HG2057_PATCH	205856	220666	14811
TMEM14C	HG2057_PATCH	233799	242013	8215
	13	56051034	56054397	3364
FHP1	13	42255873	42256575	703
	13	37139176	37139585	410
	13	30196443	30196881	439
FREM2-AS1	13	38821798	38827570	5773
LHFPL6	13	39209116	39603528	394413
POLR3KP1	13	59071462	59071803	342
	13	53193667	53198540	4874
	13	55535697	55583524	47828
SLC25A5P4	13	57314739	57315909	1171
GCNT2	HG2057_PATCH	3107	140252	137146
LINC00378	13	60618991	61176758	557768
	13	24323021	24323457	437
SPATA13-AS1	13	24252749	24254439	1691
	13	34545929	34696612	150684
PRDX3P3	13	38617419	38617940	522
PRR20FP	13	57173453	57173632	180
RPSAP53	13	67266845	67267706	862
	13	26685640	26698804	13165
DNAJA1P1	13	58751047	58752233	1187
LINC01065	13	53099397	53151914	52518
DIAPH3-AS1	13	60012734	60044357	31624
ELL2P3	13	68289679	68291280	1602
BCRP9	13	67790407	67790794	388
AKAP11	13	42272152	42323261	51110
MZT1	13	72708367	72727629	19263
	13	70564267	70564437	171
LINC00374	13	58211697	58233117	21421
PROSER1	13	39009865	39038089	28225
RPL37P21	13	68331338	68331613	276
	13	54816352	54819238	2887
COX7CP1	13	49187479	49187670	192
ERICH6B	13	45534522	45615739	81218
CLDN14	21	36460621	36576569	115949
LINC00547	13	37534940	37551536	16597
RPL13AP25	13	54440704	54441315	612
	21	8417757	8418235	479
	13	53207831	53801489	593659
	21	38888772	38903905	15134
	21	8423760	8424071	312
MARK2P12	13	73407768	73408352	585
	21	10328411	10342737	14327
	13	34079411	34080134	724
	21	8237649	8237979	331
PIBF1	13	72782133	73016461	234329
ATP5PO	21	33903453	33915814	12362
FABP5P1	13	73100575	73100985	411
	21	26378552	26471698	93147
BORA	13	72727749	72756198	28450
	21	16862875	16873691	10817
LINC01700	21	38974429	38977774	3346
FDX1P2	21	25692180	25692554	375
CHODL	21	17901263	18267373	366111
	21	5232668	5243833	11166
LINC00393	13	73413473	73661891	248419
	21	15190406	15224394	33989
LINC00310	21	34157724	34190244	32521
KLHL1	13	69700594	70108493	407900
	21	38237217	38238201	985
	21	46052596	46053105	510
CDRT15P9	21	9026821	9027329	509
LINC00314	21	28013363	28023233	9871
	21	10482738	10605716	122979
S100B	21	46598604	46605208	6605
